nodes, network-throughput-(kbps), end-to-end-avg-delay-(sec), packet-delivery-ratio-(%), packet-drop-ratio-(%), energy-consumption-(joule)
20,13.652928470255038,0.17906146158364272,83.95755305867667,6.054931335830212,237.64785099999972
40,3.44128,0.06679069164521188,81.66666666666667,9.166666666666666,475.1351260000001
60,2.6688,0.07535343745948708,79.65686274509804,8.415032679738562,712.1159710000002
80,2.82752,0.05273642047605359,82.01099764336213,3.927729772191673,954.9349949999996
100,11.102779154573453,0.05778439630934577,81.4927646610815,7.15917745620716,1195.026132
