nodes, network-throughput-(kbps), end-to-end-avg-delay-(sec), packet-delivery-ratio-(%), packet-drop-ratio-(%), energy-consumption-(joule)
20,3.75168,0.104973421572563,83.58479179239589,10.621605310802655,237.27454000000034
40,15.929253465080011,0.05419269011924808,85.20154610712314,6.350082827167311,479.6536409999999
60,3.73696,0.04842399600777385,84.12604042806183,5.648038049940547,715.5834340000001
80,14.1812767427545,0.04927468348524124,84.90220048899756,4.034229828850855,954.8599109999996
100,3.86688,0.05621211720111727,84.18577307466197,7.818930041152264,1199.957109
