flows, network-throughput-(kbps), end-to-end-avg-delay-(sec), packet-delivery-ratio-(%), packet-drop-ratio-(%), energy-consumption-(joule)
10,13.031859189381855,0.052855259315384664,96.58246656760772,2.9717682020802374,1435.6199940000006
20,14.260677428659434,0.04124469552025147,95.14950166112956,2.3255813953488373,1438.0229
30,3.31968,0.08369175339226512,90.88952654232425,4.734576757532281,1432.6977740000002
40,14.89289900884427,0.05564028322742695,91.32052076875388,3.65778053316801,1439.849424
50,3.824,0.039398634164355115,90.06870705808869,3.8725796377264214,1437.271428
