flows, network-throughput-(kbps), end-to-end-avg-delay-(sec), packet-delivery-ratio-(%), packet-drop-ratio-(%), energy-consumption-(joule)
10,12.030210672096466,1.7844978283214288,68.29268292682927,0.0,1440.0
20,25.409668378818143,1.2504974957818185,66.26506024096386,4.819277108433735,1440.0
30,61.00051850440729,0.7062529346799998,85.61643835616438,11.643835616438356,1440.0
40,72.0242873527606,0.7442874133624159,80.10752688172043,10.75268817204301,1440.0
50,83.03787028449564,1.2488457146649483,84.71615720524017,12.663755458515283,1439.8885229999996
