nodes, network-throughput-(kbps), end-to-end-avg-delay-(sec), packet-delivery-ratio-(%), packet-drop-ratio-(%), energy-consumption-(joule)
20,173.0928347950454,0.38686232341964294,85.0632911392405,14.430379746835442,240.0
40,65.22700863919484,1.6330276662484093,90.7514450867052,8.670520231213873,480.0
60,120.53538342302808,2.0950506444132486,91.61849710982659,8.092485549132949,720.0
80,90.82742356186301,2.5898046560610704,76.16279069767442,18.6046511627907,960.0
100,60.79049140175069,3.059988244459327,65.10903426791276,11.214953271028037,1200.0
