packets, network-throughput-(kbps), end-to-end-avg-delay-(sec), packet-delivery-ratio-(%), packet-drop-ratio-(%), energy-consumption-(joule)
100,3.71968,0.06049716735400151,83.80664652567977,6.586102719033232,1437.1523670000006
200,3.51744,0.053026332291380554,84.09236690186017,5.516356638871072,1437.4380220000003
300,2.74816,0.0579852972447968,80.59105431309904,6.6293929712460065,1437.4038070000006
400,2.74816,0.0579852972447968,80.59105431309904,6.6293929712460065,1437.4038070000006
500,2.74816,0.0579852972447968,80.59105431309904,6.6293929712460065,1437.4038070000006
