speed, network-throughput-(kbps), end-to-end-avg-delay-(sec), packet-delivery-ratio-(%), packet-drop-ratio-(%), energy-consumption-(joule)
5,2.653720776566712,0.44773811764748195,47.27891156462585,11.564625850340136,1439.9992579999998
10,0.29696,0.34326866563970604,45.63758389261745,9.395973154362416,1439.8450520000006
15,0.30272,0.4222256706090225,45.39249146757679,7.167235494880546,1436.768357
20,0.29664,0.42836675734586493,44.63087248322148,8.724832214765101,1439.7408269999996
25,2.362376177339758,0.4488429142406015,45.08474576271186,11.525423728813559,1439.847315
