packets, network-throughput-(kbps), end-to-end-avg-delay-(sec), packet-delivery-ratio-(%), packet-drop-ratio-(%), energy-consumption-(joule)
100,14.360978919933673,0.053127002273638854,80.88064889918888,7.300115874855156,1439.918079
200,15.976411392593358,0.04383521755446936,81.82857142857142,6.742857142857144,1440.0
300,15.976411392593358,0.04383521755446936,81.82857142857142,6.742857142857144,1440.0
400,15.976411392593358,0.04383521755446936,81.82857142857142,6.742857142857144,1440.0
500,14.94442053223727,0.043503199923183446,82.24245873648263,6.146841206602162,1434.1509750000005
