nodes, network-throughput-(kbps), end-to-end-avg-delay-(sec), packet-delivery-ratio-(%), packet-drop-ratio-(%), energy-consumption-(joule)
20,15.114859840377038,0.054076993394590885,80.46875,9.877232142857142,239.13639800000055
40,14.085696418005774,0.04364017701224169,80.38130381303813,9.040590405904059,474.68366799999967
60,14.84247804552938,0.03736680554621843,81.46035367940672,7.01654306902453,719.5289030000004
80,13.721111752320821,0.04160270879847916,80.82360172095882,6.207744314689613,954.4569659999997
100,3.61856,0.06874973791147788,80.88592233009709,8.677184466019417,1193.533703
